session,mp_name,constituency,days_attended
11,ravneetsinghbittu,ludhiana,21
11,ramcharitra,machhlishahr,26
11,konakallanarayanarao,machilipatnam,21
11,vijaysinhmohitepatil,madha,18
11,rajeshranjan,madhepura,14
11,hukmdeonarayanyadav,madhubani,29
11,rgopalakrishnan,madurai,11
11,seetaramajmeeranaik,mahabubabad,14
11,apjithenderreddy,mahabubnagar,27
11,pankajchowdhary,maharajganj,29
11,janardansinghsigriwal,maharajganj,28
11,chandulalsahu,mahasamund,29
11,jayshreebenpatel,mahesana,29
11,tejpratapsinghyadav,mainpuri,18
11,ahkhanchoudhary,maldahadakshin,20
11,mausamnoor,maldahauttar,12
11,chmallareddy,malkajgiri,16
11,ramswaroopsharma,mandi,16
11,sudheergupta,mandsour,27
11,csputtaraju,mandya,12
11,ramendeka,mangaldoi,27
11,hemamalini,mathura,18
11,choudhurymohanjatua,mathurapur,24
11,rangappabarne,maval,28
11,kodikunnilsuresh,mavelikkara,21
11,rkbharathimohan,mayiladuthurai,14
11,kothaprabhakarreddy,medak,16
11,sandhyaroy,medinipur,8
11,rajendraagrawal,meerut,26
11,anjubala,misrikh,29
11,clruala,mizoram,28
11,kaushalkishore,mohanlalganj,19
11,kunwarsarveshkumar,moradabad,15
11,anoopmishra,morena,13
11,gopalchinayyashetty,mumbai-north,29
11,poonammahajan,mumbai-north-central,21
11,kiritsomaiya,mumbai-north-east,22
11,gajananchandrakantkirtikar,mumbai-north-west,16
11,arvindganpatsawant,mumbai-south,25
11,rahulrameshshewale,mumbai-south-central,23
11,veenadevi,munger,27
11,mdbadaruddozakhan,murshidabad,29
11,ajaynishad,muzaffarpur,29
11,prathapsimha,mysore,15
11,balabhadramajhi,nabarangpur,21
11,neiphiurio,nagaland,17
11,kgopal,nagapattinam,14
11,nandiyellaiah,nagarkurnool,17
11,yashwantsingh,nagina,24
11,bhagatsinghkoshyari,nainital-udhamsinghnagar,19
11,kaushalendrakumar,nalanda,29
11,guthasukhenderreddy,nalgonda,8
11,prsundaram,namakkal,16
11,ashokshankarraochavan,nanded,7
11,heenavijaygavit,nandurbar,26
11,spyreddy,nandyal,2
11,rayapatisambasivarao,narasaraopet,7
11,gokarajugangaraju,narsapuram,26
11,hemanttukaramgodse,nashik,23
11,crpatil,navsari,26
11,mrajamohanreddy,nellore,25
11,meenakshilekhi,newdelhi,26
11,gopalakrishnanchinnaraj,nilgiris,13
11,kavithakalvakuntala,nizamabad,13
11,georgebaker,nominatedanglo-indian,29
11,richardhay,nominatedanglo-indian,29
11,manojtiwari,northeastdelhi,21
11,uditraj,northwestdelhi,28
11,yvsubbareddy,ongole,22
11,ravindravishwanathgaikwad,osmanabad,9
11,thangsobaite,outermanipur,28
11,mbrajesh,palakkad,23
11,vishnudayalram,palamu,27
11,chintamanwanaga,palghar,29
11,prabhatsinhchouhan,panchmahal,29
11,sanjayharibhaujadhav,parbhani,7
11,sanjayjaiswal,paschimchamparan,28
11,liladharbhaivaghela,patan,27
11,antoantony,pathanamthitta,22
11,dharamviragandhi,patiala,12
11,shatrughansinha,patnasahib,22
11,balkasuman,peddapalle,8
11,rpmarutharajaa,perambalur,9
11,keshavprasadmaurya,phulpur,8
11,cmahendran,pollachi,13
11,etmohammadbasheer,ponnani,21
11,vittalbhaihansrajbhairadadiya,porbandar,3
11,kunwarharibanshsingh,pratapgarh,25
11,rradhakrishnan,puducherry,14
11,anilshirole,pune,23
11,pinakimisra,puri,29
11,santoshkumar,purnia,21
11,mrigankamahato,purulia,23
11,soniagandhi,raebareli,10
11,bvnayak,raichur,12
11,mohammadsalim,raiganj,25
11,rameshbais,raipur,29
11,magantimuralimohan,rajahmundry,24
11,midhunreddy,rajampet,15
11,rodmalnagar,rajgarh,28
11,mohanbhaikundariya,rajkot,28
11,vijaykumarhansdak,rajmahal,11
11,abhisheksingh,rajnandgaon,24
11,hariomsinghrathore,rajsamand,27
11,aanwharraajhaa,ramanathapuram,13
11,nepalsingh,rampur,23
11,krupalbalajitumane,ramtek,26
11,tapasmandal,ranaghat,27
11,ramtahalchoudhary,ranchi,28
11,kantilalbhuria,ratlam,17
11,vinayakbhauraoraut,ratnagiri-sindhudurg,21
11,rakshakhadse,raver,22
11,janardanmishra,rewa,26
11,chhotelal,robertsganj,23
11,deependersinghhooda,rohtak,20
11,dipsinhshankarsinhrathod,sabarkantha,29
11,laxminarayanyadav,sagar,28
11,raghavlakhanpal,saharanpur,24
11,vpanneerselvam,salem,6
11,ravinderkushwaha,salempur,26
11,ramchandrapaswan,samastipur,22
11,nagendrakumarpradhan,sambalpur,28
11,satyapalsingh,sambhal,26
11,sanjaykakaramchandrapatil,sangli,15
11,bhagwantmann,sangrur,6
11,sharadtripathi,santkabirnagar,28
11,chhedipaswan,sasaram,24
11,udayanrajepratapsinghbhonsle,satara,3
11,ganeshsingh,satna,27
11,kalyanbanerjee,serampore,24
11,gyansingh,shahdol,2
11,ramadevi,sheohar,24
11,vincenthpala,shillong,29
11,virendrakashyap,shimla,28
11,bsyeddyurappa,shimoga,8
11,sadashivkisanlokhande,shirdi,18
11,shivajiapatil,shirur,18
11,daddanmishra,shrawasti,27
11,ritipathak,sidhi,28
11,sumedhanandsaraswati,sikar,27
11,premdasrai,sikkim,19
11,kmsushmitadev,silchar,24
11,laxmangiluwa,singhbhum,26
11,charanjeetsinghrori,sirsa,22
11,ramkumarsharma,sitamarhi,29
11,rajeshverma,sitapur,22
11,prsenthilnathan,sivaganga,7
11,omprakashyadav,siwan,28
11,sharadbansode,solapur,22
11,rameshkaushik,sonipat,29
11,rameshbidhuri,southdelhi,14
11,narendrakeshavsawaikar,southgoa,24
11,kinjarapurammohannaidu,srikakulam,26
11,knramachandran,sriperumbudur,15
11,ferozevarungandhi,sultanpur,8
11,ranjeetranjan,supaul,26
11,darshanavikramjardosh,surat,29
11,devajibhaifatepara,surendranagar,29
11,kamalbhansinghmarabi,surguja,20
11,dibyenduadhikari,tamluk,11
11,malarajyalaxmishah,tehrigarhwal,20
11,mvasanthi,tenkasi,15
11,ramprasadsarmah,tezpur,21
11,rajanbaburaovichare,thane,12
11,kparasuraman,thanjavur,14
11,rparthipan,theni,14
11,shashitharoor,thiruvananthapuram,25
11,jjayasinghthiyagarajnaterjee,thoothukkudi,13
11,cnjayadevan,thrissur,24
11,virendrakumar,tikamgarh,29
11,pkumar,tiruchirappalli,13
11,krpprabakaran,tirunelveli,11
11,varaprasadaraovelagapalli,tirupati,23
11,vsathyabama,tiruppur,15
11,pvenugopal,tiruvallur,19
11,rvanaroja,tiruvannamalai,18
11,sukhbirsinghjaunpuria,tonk-sawaimadhopur,29
11,jitendrachaudhury,tripuraeast,29
11,sankarprasaddatta,tripurawest,28
11,spmuddahanumegowda,tumkur,28
11,cksangma,tura,16
11,arjunlalmeena,udaipur,23
11,jitendrasingh,udhampur,27
11,kmshobhakarandlaje,udupichikmagalur,14
11,nityanandrai,ujiarpur,20
11,chintamanimalviya,ujjain,24
11,sultanahmed,uluberia,16
11,swamisakshijimaharaj,unnao,26
11,anantkumarhegde,uttarakannada,26
11,mullappallyramachandran,vadakara,28
11,ranjanbenbhatt,vadodara,28
11,ramakishoresingh,vaishali,24
11,satishchandradubey,valmikinagar,26
11,kcpatel,valsad,24
11,balasubramaniansenguttuvan,vellore,14
11,srinivaskesineni,vijayawada,24
11,srajendran,viluppuram,18
11,tradhakrishnan,virudhunagar,11
11,haribabukhambhapati,visakhapatnam,27
11,dayakarpasunoori,warangal,11
11,ramdastadas,wardha,21
11,mishanavas,wayanad,19
11,parveshsahibsinghverma,westdelhi,28
11,bhavanagawali,yavatmal-washim,20
11,bheemaraobpatil,zahirabad,20
12,nageshgodam,adilabad,18
12,ramshankar,agra,15
12,pareshrawal,ahmedabadeast,13
12,kiritsolanki,ahmedabadwest,19
12,dilipgandhi,ahmednagar,8
12,sanwarlaljat,ajmer,4
12,devendraaliasbholesingh,akbarpur,16
12,sanjaydhotre,akola,18
12,kcvenugopal,alappuzha,16
12,pkbiju,alathur,18
12,satishkumargautam,aligarh,19
12,dasrathtirkey,alipurduars,12
12,shyamacharangupta,allahabad,19
12,ajaytamta,almora,13
12,chandnath,alwar,1
12,ravindrababupandula,amalapuram,19
12,rattanlalkataria,ambala,19
12,hariompandey,ambedkarnagar,19
12,rahulgandhi,amethi,11
12,anandraoadsul,amravati,16
12,naranbhaikachhadiya,amreli,19
12,gurjeetsinghaujla,amritsar,18
12,kanwarsinghtanwar,amroha,16
12,muthamsettisrinivasarao,anakapalli,17
12,dilippatel,anand,19
12,premsinghchandumajra,anandpursahib,18
12,jcdivakarreddy,anantapur,9
12,bishnupadaray,andamanandnicobarislands,17
12,dharmendrakumar,aonla,19
12,ghari,arakkonam,19
12,geethakothapalli,araku,19
12,aparupapoddar,arambagh,15
12,velumalai,arani,17
12,taslimuddin,araria,15
12,rksingh,arrah,19
12,ninongering,arunachaleast,15
12,ladukishoreswain,aska,19
12,asampath,attingal,17
12,chandrakantbkhaire,aurangabad,14
12,sushilkumarsingh,aurangabad,19
12,birensinghengti,autonomousdistrict,19
12,mulayamsinghyadav,azamgarh,16
12,dharmendrayadav,badaun,15
12,pcgaddigoudar,bagalkot,19
12,satyapalsingh,baghpat,19
12,adhirranjanchowdhury,baharampur,15
12,sadhvisavitribaiphule,bahraich,14
12,bodhsinghbhagat,balaghat,13
12,rabindrakumarjena,balasore,19
12,bharatsingh,ballia,19
12,kmarpitaghosh,balurghat,8
12,bhaironprasadmishra,banda,19
12,pcmohan,bangalorecentral,16
12,dksuresh,bangalorerural,13
12,mamatathakur,bangaon,17
12,jayprakashnarayanyadav,banka,17
12,devvarmamoonmoonsen,bankura,7
12,kamleshpaswan,bansgaon,18
12,manshankarninama,banswara,18
12,srirammalyadri,bapatla,16
12,priyankasinghrawat,barabanki,12
12,supriyasule,baramati,19
12,muzaffarhussainbaig,baramulla,4
12,kakolighoshdastidar,barasat,12
12,sunilkumarmondal,bardhamanpurba,17
12,mamtazsanghamita,bardhaman-durgapur,15
12,parbhubhaivasava,bardoli,16
12,prabhaskumarsingh,bargarh,18
12,sonaramchoudhary,barmer,19
12,sirajuddinajmal,barpeta,7
12,dineshtrivedi,barrackpur,17
12,idrisali,basirhat,11
12,dineshkashyap,bastar,18
12,harishdwivedi,basti,18
12,pritamgopinathmunde,beed,8
12,bholasingh,begusarai,19
12,sureshcangadi,belgaum,19
12,bsreeramulu,bellary,18
12,sidhantmohapatra,berhampur,19
12,jyotidhurve,betul,11
12,virendrasingh,bhadohi,18
12,arjuncharansethi,bhadrak,13
12,shaileshkumarbulomandal,bhagalpur,11
12,nanabhaufalgunraopatole,bhandara-gondiya,19
12,bahadursinghkoli,bharatpur,18
12,mansukhabhaivasava,bharuch,18
12,bharatishiyal,bhavnagar,18
12,subhashchandrabaheriya,bhilwara,18
12,bhagirathprasad,bhind,18
12,kapilmoreshwarpatil,bhiwandi,17
12,dharamveersingh,bhiwani-mahendragarh,19
12,booranarsaiahgoud,bhongir,6
12,aloksanjar,bhopal,19
12,profprasannakumarpatasani,bhubaneswar,19
12,bhagwanthkhuba,bidar,18
12,kunwarbhartendrasingh,bijnor,18
12,lakhanlalsahu,bilaspur,19
12,satabdiroybanerjee,birbhum,16
12,saumitrakhan,bishnupur,14
12,kalikeshnarayansinghdeo,bolangir,15
12,anupamhazra,bolpur,16
12,bholasingh,bulandshahr,15
12,pratapraoganpatraojadhav,buldhana,16
12,ashwinikumarchoubey,buxar,19
12,innocent,chalakudy,15
12,rdhruvanarayana,chamrajanagar,18
12,kirronkher,chandigarh,18
12,sunilkumarsingh,chatra,19
12,kondavishweshwarreddy,chelvella,19
12,srvijaykumar,chennaicentral,17
12,tgvenkateshbabu,chennainorth,18
12,jayakumarjayavardhan,chennaisouth,18
12,kamalnath,chhindwara,13
12,ramsinhrathwa,chhotaudaipur,18
12,mchandrakasi,chidambaram,16
12,mveerappamoily,chikkballapur,17
12,prakashbhukkeri,chikkodi,8
12,bnchandrappa,chitradurga,16
12,naramallisivaprasad,chittoor,9
12,chandraprakashjoshi,chittorgarh,19
12,rahulkaswan,churu,18
12,pnagarajan,coimbatore,17
12,parthapratimray,coochbehar,16
12,aarunmozhithevan,cuddalore,15
12,bhartruharimahtab,cuttack,18
12,natubhaigomanbhaipatel,dadraandnagarhaveli,17
12,nalinkumarkateel,dakshinakannada,17
12,lalubhaibpatel,damananddiu,19
12,prahladsinghpatel,damoh,19
12,kirtiazad,darbhanga,19
12,harishmeena,dausa,19
12,gmsiddeshwara,davanagere,9
12,manoharuntwal,dewas,14
12,pashupatinathsingh,dhanbad,15
12,savitrithakur,dhar,18
12,anbumaniramadoss,dharmapuri,12
12,pralhadjoshi,dharwad,19
12,rekhaverma,dhaurahra,15
12,tathagatasatpathy,dhenkanal,18
12,badruddinajmal,dhubri,17
12,abhishekbanerjee,diamondharbour,1
12,rameshwarteli,dibrugarh,19
12,mudhayakumar,dindigul,18
12,harishchandradeoramchavan,dindori,19
12,jagdambikapal,domariyaganj,17
12,saugataroy,dumdum,17
12,shibusoren,dumka,14
12,tamradhwajsahu,durg,16
12,maheishgirri,eastdelhi,19
12,venakateswararaomagannti,eluru,15
12,kvthomas,ernakulam,17
12,sselvakumarachinnayan,erode,15
12,rajveersingh,etah,19
12,ashokkumardohrey,etawah,19
12,lallusingh,faizabad,18
12,sadhusingh,faridkot,18
12,mukeshrajput,farrukhabad,11
12,harindersinghkhalsa,fatehgarhsahib,16
12,babulalchaudhary,fatehpursikri,18
12,shersinghghubaya,ferozpur,13
12,akshayyadav,firozabad,13
12,ashokmahadeoraonete,gadchiroli-chimur,16
12,lkadvani,gandhinagar,12
12,nihalchandchauhan,ganganagar,18
12,majgenretdbckhanduriavsm,garhwal,19
12,bijoyachakraborty,gauhati,11
12,harimanjhi,gaya,19
12,deepakdevadhikari,ghatal,3
12,harinarayanrajbhar,ghosi,19
12,ravindrakumarpandey,giridih,19
12,nishikantdubey,godda,19
12,kirtivardhansingh,gonda,17
12,janakram,gopalganj,19
12,mallikarjunkharge,gulbarga,16
12,jyotiradityamadhavraoscindia,guna,13
12,jayadevgalla,guntur,13
12,anuragsinghthakur,hamirpur,19
12,pushpendrasinghchandel,hamirpur,19
12,anshulverma,hardoi,19
12,rameshpokhriyalnishank,hardwar,19
12,hddevegowda,hassan,9
12,rajeshdiwakar,hathras,19
12,rajushetti,hatkanangle,18
12,shivkumarcudasi,haveri,19
12,kristappanimmala,hindupur,17
12,rajeevshankarraosatav,hingoli,15
12,dushyantchautala,hisar,10
12,ratnadenag,hooghly,14
12,udaypratapsingh,hoshangabad,19
12,prasunbanerjee,howrah,14
12,asaduddinowaisi,hyderabad,18
12,advocatejoicegeorge,idukki,18
12,thokchommeinya,innermanipur,18
12,rakeshsingh,jabalpur,16
12,sugatabose,jadavpur,19
12,kulamanisamal,jagatsinghpur,19
12,arunkumar,jahanabad,18
12,ramcharanbohara,jaipur,17
12,ritatarai,jajpur,17
12,santokhsinghchaudhary,jalandhar,17
12,bhanupratapsinghverma,jalaun,19
12,atnanapatil,jalgaon,18
12,raosahebdanvepatil,jalna,13
12,devjimansingrampatel,jalore,10
12,bijoychandrabarman,jalpaiguri,8
12,jugalkishoresharma,jammu,19
12,poonambenhematbhaimaadam,jamnagar,17
12,bidyutbaranmahato,jamshedpur,18
12,chiragpaswan,jamui,17
12,abhijitmukherjee,jangipur,19
12,kamladevipatle,janjgir-champa,18
12,krishnpratapsingh,jaunpur,19
12,pratimamondal,jaynagar,7
12,dushyantsingh,jhalawar-baran,17
12,birendrakumarchoudhary,jhanjharpur,18
12,umasaren,jhargram,8
12,santoshahlawat,jhunjhunu,19
12,gajendrasinghshekhawat,jodhpur,18
12,kamakhyaprasadtasa,jorhat,13
12,rajeshbhainaranbhaichudasama,junagadh,17
12,vinodchavda,kachchh,17
12,ysavinashreddy,kadapa,2
12,hukumsingh,kairana,19
12,brijbhushansharansingh,kaiserganj,16
12,narasimhamthota,kakinada,18
12,arkakesharideo,kalahandi,16
12,gauravgogoi,kaliabor,13
12,kkamaraj,kallakurichi,17
12,kanteknathshinde,kalyan,18
12,kmaragatham,kancheepuram,17
12,pratyusharajeshwarisingh,kandhamal,19
12,shantakumar,kangra,18
12,vikramusendi,kanker,13
12,dimpleyadav,kannauj,6
12,pksreemathiteacher,kannur,16
12,murlimanoharjoshi,kanpur,19
12,sisiradhikari,kanthi,5
12,manojrajoria,karauli-dholpur,18
12,radheshyambiswas,karimganj,17
12,bvinodkumar,karimnagar,15
12,ashwinikumar,karnal,15
12,pkarunakaran,kasaragod,19
12,tariqanwar,katihar,18
12,vinodkumarsonkar,kaushambi,18
12,"baijyayant""jay""panda",kendrapara,18
12,sakuntalalaguri,keonjhar,18
12,ranjitsinghbrahmpura,khadoorsahib,16
12,choudharymehboobalikaiser,khagaria,15
12,nagendrasingh,khajuraho,16
12,psrinivasareddy,khammam,11
12,nandkumarsinghchauhan,khandwa,2
12,subhashpatel,khargone,16
12,devusinhjesingbhaichauhan,kheda,18
12,ajaymisrateni,kheri,19
12,kariyamunda,khunti,19
12,mohammadasrarulhaque,kishanganj,19
12,ravindrakumarray,kodarma,17
12,nabakumarsaraniahira,kokrajhar,18
12,khmuniyappa,kolar,14
12,dhananjaymahadik,kolhapur,19
12,subratabakshi,kolkatadakshin,5
12,sudipbandyopadhyay,kolkatauttar,12
12,nkpremachandran,kollam,19
12,sangannakaradi,koppal,19
12,jhinahikaka,koraput,11
12,banshilalmahto,korba,18
12,ombirla,kota,18
12,josekmani,kottayam,17
12,mkraghavan,kozhikode,13
12,kashokkumar,krishnagiri,19
12,renukabutta,kurnool,13
12,rajkumarsaini,kurukshetra,16
12,rajeshpandey,kushinagar,19
12,thupstanchhewang,ladakh,13
12,pradanbaruah,lakhimpur,15
12,faizalppmohammad,lakshadweep,18
12,neelamsonker,lalganj,18
12,sunilgaikwad,latur,19
12,rajnathsingh,lucknow,1
12,ravneetsinghbittu,ludhiana,19
12,ramcharitra,machhlishahr,18
12,konakallanarayanarao,machilipatnam,17
12,vijaysinhmohitepatil,madha,13
12,rajeshranjan,madhepura,16
12,hukmdeonarayanyadav,madhubani,19
12,rgopalakrishnan,madurai,16
12,seetaramajmeeranaik,mahabubabad,17
12,apjithenderreddy,mahabubnagar,18
12,pankajchowdhary,maharajganj,18
12,janardansinghsigriwal,maharajganj,19
12,chandulalsahu,mahasamund,19
12,jayshreebenpatel,mahesana,18
12,tejpratapsinghyadav,mainpuri,18
12,pkkunhalikutty,malappuram,9
12,ahkhanchoudhary,maldahadakshin,17
12,mausamnoor,maldahauttar,6
12,chmallareddy,malkajgiri,14
12,ramswaroopsharma,mandi,15
12,sudheergupta,mandsour,19
12,csputtaraju,mandya,9
12,ramendeka,mangaldoi,19
12,hemamalini,mathura,8
12,choudhurymohanjatua,mathurapur,11
12,rangappabarne,maval,19
12,kodikunnilsuresh,mavelikkara,12
12,rkbharathimohan,mayiladuthurai,18
12,kothaprabhakarreddy,medak,7
12,sandhyaroy,medinipur,8
12,rajendraagrawal,meerut,19
12,anjubala,misrikh,19
12,clruala,mizoram,18
12,kaushalkishore,mohanlalganj,15
12,kunwarsarveshkumar,moradabad,17
12,anoopmishra,morena,3
12,gopalchinayyashetty,mumbai-north,19
12,poonammahajan,mumbai-north-central,16
12,kiritsomaiya,mumbai-north-east,19
12,gajananchandrakantkirtikar,mumbai-north-west,15
12,arvindganpatsawant,mumbai-south,19
12,rahulrameshshewale,mumbai-south-central,18
12,veenadevi,munger,19
12,mdbadaruddozakhan,murshidabad,19
12,ajaynishad,muzaffarpur,19
12,prathapsimha,mysore,19
12,balabhadramajhi,nabarangpur,14
12,neiphiurio,nagaland,9
12,kgopal,nagapattinam,15
12,nandiyellaiah,nagarkurnool,13
12,yashwantsingh,nagina,18
12,bhagatsinghkoshyari,nainital-udhamsinghnagar,19
12,kaushalendrakumar,nalanda,19
12,guthasukhenderreddy,nalgonda,10
12,prsundaram,namakkal,17
12,ashokshankarraochavan,nanded,7
12,heenavijaygavit,nandurbar,19
12,spyreddy,nandyal,1
12,rayapatisambasivarao,narasaraopet,9
12,gokarajugangaraju,narsapuram,17
12,hemanttukaramgodse,nashik,17
12,crpatil,navsari,18
12,mrajamohanreddy,nellore,17
12,meenakshilekhi,newdelhi,19
12,gopalakrishnanchinnaraj,nilgiris,18
12,kavithakalvakuntala,nizamabad,8
12,georgebaker,nominatedanglo-indian,19
12,richardhay,nominatedanglo-indian,19
12,manojtiwari,northeastdelhi,17
12,uditraj,northwestdelhi,19
12,yvsubbareddy,ongole,12
12,ravindravishwanathgaikwad,osmanabad,16
12,thangsobaite,outermanipur,18
12,mbrajesh,palakkad,19
12,vishnudayalram,palamu,18
12,chintamanwanaga,palghar,19
12,prabhatsinhchouhan,panchmahal,19
12,sanjayharibhaujadhav,parbhani,15
12,sanjayjaiswal,paschimchamparan,14
12,liladharbhaivaghela,patan,15
12,antoantony,pathanamthitta,18
12,dharamviragandhi,patiala,13
12,shatrughansinha,patnasahib,8
12,balkasuman,peddapalle,8
12,rpmarutharajaa,perambalur,19
12,cmahendran,pollachi,17
12,etmohammadbasheer,ponnani,18
12,vittalbhaihansrajbhairadadiya,porbandar,4
12,kunwarharibanshsingh,pratapgarh,18
12,rradhakrishnan,puducherry,17
12,anilshirole,pune,18
12,pinakimisra,puri,17
12,santoshkumar,purnia,17
12,mrigankamahato,purulia,15
12,soniagandhi,raebareli,14
12,bvnayak,raichur,5
12,mohammadsalim,raiganj,15
12,rameshbais,raipur,18
12,magantimuralimohan,rajahmundry,18
12,midhunreddy,rajampet,3
12,rodmalnagar,rajgarh,19
12,mohanbhaikundariya,rajkot,19
12,vijaykumarhansdak,rajmahal,18
12,abhisheksingh,rajnandgaon,17
12,hariomsinghrathore,rajsamand,16
12,aanwharraajhaa,ramanathapuram,12
12,nepalsingh,rampur,19
12,krupalbalajitumane,ramtek,16
12,tapasmandal,ranaghat,17
12,ramtahalchoudhary,ranchi,19
12,kantilalbhuria,ratlam,8
12,vinayakbhauraoraut,ratnagiri-sindhudurg,15
12,rakshakhadse,raver,16
12,janardanmishra,rewa,19
12,chhotelal,robertsganj,18
12,deependersinghhooda,rohtak,15
12,dipsinhshankarsinhrathod,sabarkantha,19
12,laxminarayanyadav,sagar,19
12,raghavlakhanpal,saharanpur,10
12,vpanneerselvam,salem,14
12,ravinderkushwaha,salempur,19
12,ramchandrapaswan,samastipur,15
12,nagendrakumarpradhan,sambalpur,18
12,satyapalsingh,sambhal,18
12,sanjaykakaramchandrapatil,sangli,14
12,bhagwantmann,sangrur,14
12,sharadtripathi,santkabirnagar,19
12,chhedipaswan,sasaram,19
12,udayanrajepratapsinghbhonsle,satara,3
12,ganeshsingh,satna,17
12,kalyanbanerjee,serampore,14
12,gyansingh,shahdol,6
12,krishnaraj,shahjahanpur,6
12,ramadevi,sheohar,19
12,vincenthpala,shillong,18
12,virendrakashyap,shimla,18
12,bsyeddyurappa,shimoga,18
12,sadashivkisanlokhande,shirdi,17
12,shivajiapatil,shirur,11
12,daddanmishra,shrawasti,17
12,ritipathak,sidhi,19
12,sumedhanandsaraswati,sikar,15
12,premdasrai,sikkim,19
12,kmsushmitadev,silchar,8
12,laxmangiluwa,singhbhum,19
12,charanjeetsinghrori,sirsa,11
12,ramkumarsharma,sitamarhi,17
12,rajeshverma,sitapur,17
12,prsenthilnathan,sivaganga,11
12,omprakashyadav,siwan,19
12,sharadbansode,solapur,19
12,rameshkaushik,sonipat,19
12,rameshbidhuri,southdelhi,19
12,narendrakeshavsawaikar,southgoa,19
12,kinjarapurammohannaidu,srikakulam,18
12,farooqabdullah,srinagar,14
12,knramachandran,sriperumbudur,14
12,ferozevarungandhi,sultanpur,17
12,ranjeetranjan,supaul,11
12,darshanavikramjardosh,surat,17
12,devajibhaifatepara,surendranagar,18
12,kamalbhansinghmarabi,surguja,18
12,dibyenduadhikari,tamluk,4
12,malarajyalaxmishah,tehrigarhwal,19
12,mvasanthi,tenkasi,8
12,ramprasadsarmah,tezpur,17
12,rajanbaburaovichare,thane,10
12,kparasuraman,thanjavur,18
12,rparthipan,theni,16
12,shashitharoor,thiruvananthapuram,19
12,jjayasinghthiyagarajnaterjee,thoothukkudi,17
12,cnjayadevan,thrissur,18
12,virendrakumar,tikamgarh,19
12,pkumar,tiruchirappalli,16
12,krpprabakaran,tirunelveli,19
12,varaprasadaraovelagapalli,tirupati,15
12,vsathyabama,tiruppur,18
12,pvenugopal,tiruvallur,17
12,rvanaroja,tiruvannamalai,19
12,sukhbirsinghjaunpuria,tonk-sawaimadhopur,18
12,jitendrachaudhury,tripuraeast,18
12,sankarprasaddatta,tripurawest,17
12,spmuddahanumegowda,tumkur,18
12,cksangma,tura,17
12,arjunlalmeena,udaipur,17
12,jitendrasingh,udhampur,18
12,kmshobhakarandlaje,udupichikmagalur,19
12,nityanandrai,ujiarpur,13
12,chintamanimalviya,ujjain,18
12,sultanahmed,uluberia,9
12,swamisakshijimaharaj,unnao,19
12,anantkumarhegde,uttarakannada,19
12,mullappallyramachandran,vadakara,19
12,ranjanbenbhatt,vadodara,18
12,ramakishoresingh,vaishali,18
12,satishchandradubey,valmikinagar,18
12,kcpatel,valsad,18
12,balasubramaniansenguttuvan,vellore,19
12,srinivaskesineni,vijayawada,14
12,srajendran,viluppuram,19
12,tradhakrishnan,virudhunagar,12
12,haribabukhambhapati,visakhapatnam,19
12,dayakarpasunoori,warangal,11
12,ramdastadas,wardha,16
12,mishanavas,wayanad,14
12,parveshsahibsinghverma,westdelhi,18
12,bhavanagawali,yavatmal-washim,12
12,bheemaraobpatil,zahirabad,13
13,nageshgodam,adilabad,7
13,ramshankar,agra,10
13,pareshrawal,ahmedabadeast,7
13,kiritsolanki,ahmedabadwest,11
13,dilipgandhi,ahmednagar,11
13,devendraaliasbholesingh,akbarpur,10
13,sanjaydhotre,akola,12
13,kcvenugopal,alappuzha,10
13,pkbiju,alathur,10
13,satishkumargautam,aligarh,13
13,dasrathtirkey,alipurduars,10
13,shyamacharangupta,allahabad,13
13,ajaytamta,almora,9
13,ravindrababupandula,amalapuram,13
13,rattanlalkataria,ambala,13
13,hariompandey,ambedkarnagar,11
13,rahulgandhi,amethi,5
13,anandraoadsul,amravati,8
13,naranbhaikachhadiya,amreli,11
13,gurjeetsinghaujla,amritsar,10
13,kanwarsinghtanwar,amroha,13
13,muthamsettisrinivasarao,anakapalli,11
13,dilippatel,anand,11
13,premsinghchandumajra,anandpursahib,11
13,jcdivakarreddy,anantapur,8
13,bishnupadaray,andamanandnicobarislands,12
13,dharmendrakumar,aonla,13
13,ghari,arakkonam,10
13,geethakothapalli,araku,12
13,aparupapoddar,arambagh,10
13,velumalai,arani,10
13,ninongering,arunachaleast,6
13,ladukishoreswain,aska,13
13,asampath,attingal,12
13,chandrakantbkhaire,aurangabad,9
13,sushilkumarsingh,aurangabad,12
13,birensinghengti,autonomousdistrict,13
13,mulayamsinghyadav,azamgarh,13
13,dharmendrayadav,badaun,13
13,pcgaddigoudar,bagalkot,9
13,satyapalsingh,baghpat,5
13,adhirranjanchowdhury,baharampur,11
13,sadhvisavitribaiphule,bahraich,7
13,bodhsinghbhagat,balaghat,12
13,rabindrakumarjena,balasore,11
13,bharatsingh,ballia,12
13,kmarpitaghosh,balurghat,10
13,bhaironprasadmishra,banda,13
13,pcmohan,bangalorecentral,12
13,dksuresh,bangalorerural,9
13,mamatathakur,bangaon,11
13,jayprakashnarayanyadav,banka,12
13,devvarmamoonmoonsen,bankura,6
13,kamleshpaswan,bansgaon,12
13,manshankarninama,banswara,11
13,srirammalyadri,bapatla,13
13,priyankasinghrawat,barabanki,13
13,supriyasule,baramati,12
13,muzaffarhussainbaig,baramulla,2
